sentence,intention
已经做过化验了??医院没给开药,描述就诊史
怎么解决？,咨询治疗方式
术后多久康复,咨询治愈时长
多少有点尿不尽,描述症状
您怎么称呼,无
QQ号是2685935459,确定联系意愿
那有没有药物可以治疗的,咨询药物
熬夜,无
不过已经消肿了，会不会留下后遗症,咨询后果
有时候一个星期一次,描述频率
吃什么可以延迟射精,咨询食疗
才能延长曾粗，后期不会反弹吧,咨询疗效
扣扣1072449066,确定联系意愿
专科看过,描述就诊史
能治好恢复吗,咨询疗效
柯大夫好！大概10点左右,确定预约时间
你夜里不睡觉吗,无
什么药,咨询药物
奥。,无
这病不治疗会影响生育吗,咨询后果
费用大概多少啊,咨询价格
大约多久见效呢？,咨询治愈时长
我手机号码,确定联系意愿
吃什么食物有益于这个病的,咨询食疗
我性生活很频繁,描述频率
350381137q,确定联系意愿
1506578****？12岁了,确定联系意愿
怎么预约挂号,咨询挂号
以前一直用,无
术后恢复多长时间,咨询治愈时长
您好我52岁了，总是满足不了老婆，请问文大夫我应该吃什么药最好！,咨询药物
那怎么治疗啊，,咨询治疗方式
呵呵，全是怎么说，千元，治疗就不是这些了，大夫是最损的，骗农民工血汉钱，农民工多不容易的，风吹日晒的,无
在那个医院都可以吗？,咨询公司介绍
你们上班没,咨询上班时间
有没有qq?,咨询QQ
做完手术多久能上班呢,咨询治愈时长
不好意思去医院啊,描述情绪
你们是公办还是民办,咨询公立私立
多少费用,咨询价格
早上还能勃起,描述症状
晚上也上班吗,咨询上班时间
可以吃什么食补的吗,咨询食疗
昨天献血时，没献成功，说是没休息好，其他的我不太清楚，不知道跟这个有关系吗,咨询病因
为了我们能有一个愉快的沟通 请回答我一下问题，你们医院是否是国家公立医院 ?直接回答是或者不是即可,咨询公立私立
检查病因要多长时间,咨询检查
你们是私人的？,咨询公立私立
我打车过来,无
忘了,无
精子有,无
可以给您打电话咨询吗,咨询电话
你是哪位大夫,咨询专家
手术是全切除吗,咨询项目介绍
您6点多给我回个?电话吧,确定联系意愿
这是为什么,咨询病因
金戈效果怎么样,咨询疗效
我准备明天去看看,确定预约时间
用什么药吗,咨询药物
我就问一下你们下午几点下班,咨询上班时间
11??12??吧,无
现在做一个包皮手术需要多少钱,咨询价格
主要是我问一下药费和手术费全部下来的一千几呀,咨询价格
正常勃起,描述症状
qq号,咨询QQ
我去找那个大夫?你们医院是医保吗?,咨询专家
是以前有个一次,描述频率
有什么先进的办法治疗吗？,咨询治疗方式
怎么好怎么来呗，,咨询治疗方式
就想割包皮做了的话多久能好啊,咨询治愈时长
比较多频繁的时候一个星期三次,描述频率
我在济南九龙?治疗了两次了?还是不行啊??月底去北京??请问?下,描述就诊史
长虹男,无
我问你，陈主任是有个助理吗,咨询专家
您是什么医院,咨询公司介绍
坐车，我姓孙,无
我还能恢复吗,无
那我抽个时间去检查一下吧,确定预约时间
不忙,无
推荐个药物,咨询药物
就是可以治好吗,咨询疗效
管不住射情,描述症状
那我明天找医生去,确定预约时间
就是说能治，不难治疗是吧,咨询项目介绍
能帮我预约下午的号么,确定预约时间
您好！您是什么医院呀,咨询公司介绍
麻烦回电话,确定联系意愿
有两三年了,无
手术费用相差多少？,咨询价格
是后来发展的,无
我在望京这边,无
梦遗正常吗,咨询生理现象
一侧,无
这是神原因呢,咨询病因
要去做什么检查,咨询检查
补肾壮阳吃什么好啊,咨询食疗
你好医师,无
qiusheng0426,确定联系意愿
这个是不是资格的医院有资格的价格啊哪个医院的价格都不一样是吗,咨询价格
你好医生,无
就是感觉硬不起来了,描述症状
会有什么症状,咨询项目介绍
我在丰台区离你们医院远吗,咨询地址
这是检查吗,咨询检查
白花钱,无
后果啥,咨询后果
不到十公分,描述症状
我在顺义这边呢，坐车的话怎么走,咨询路线
从前门做几路车倒你那,咨询路线
上次也是刚来完月经,描述症状
哦哦一般蹭长手术的手术时间大概是多久,咨询治愈时长
你说没有几天就过年了嗯,无
试吃的药吗,咨询药物
检查需要打针吗,咨询检查
如果中等病情，看多少次，大概费用，另外用身方法，这是我关心的几个问题.,咨询价格
经常释放?感觉腿疼?怎么回事,咨询病因
你们是不是莆田医院啊,咨询公司介绍
检查了；医生说的,描述就诊史
大夫没说现在吃迈之灵,描述就诊史
治疗以后不会有再次发育的情况吗,咨询疗效
去医院挂什么科？,咨询挂号
你有电话么,咨询电话
别说那么多。因为之前我经常开车，所以坐的比较多,无
如果你们不给我免费治疗.我就自宫,无
一个月之前有过。喝完茶也尿频。半天十次。每天早上拉肚子两次,描述频率
你们医院挂号费收多少钱,咨询价格
初八的话，上班吗,咨询上班时间
那我吃什么呢,咨询食疗
你等会儿啊，我接个电话，最多5分钟,确定联系意愿
手术费需要多少钱,咨询价格
好，记住电话了，谢谢您，拜拜,确定联系意愿
不是我有医保卡，卖药能刷医保卡吗？,无
你们医院是在哪个位置？,咨询地址
检查大概需要多长时间呢,咨询检查
这个需要切除吗,咨询治疗方式
老师我家里是农村的,无
你们是北京曙光医院么，还是其他,咨询公司介绍
那我吃什么呀,咨询食疗
我要看医生，是看泌尿科吗,咨询挂号
吃什么能提升精子成活率,咨询食疗
是尿血,描述症状
离的太远了,无
西单的话就只能坐地铁了，我的车外地的，去不了吧？,咨询路线
这种情况吃药有效果吗，帮我推荐一款消炎药品,咨询药物
吃什么水果补精子最快,咨询食疗
李医生 你好,无
他是叫我物理治疗???一次下来要2万??要做3次,描述就诊史
没检查过,描述就诊史
你们医院几点上班,咨询上班时间
去年,无
和性生活有关系吗？,咨询病因
拆线后还要注意什么吗,无
在北京朝阳区塔园外交办公楼上班,无
行,无
久坐熬夜也没有。一个月有两三次手淫,描述频率
性生活后会有,描述症状
咱们那里怎么治疗呀,咨询治疗方式
不方便打电话可以,确定联系意愿
坐公交,无
我这想去北京医院看看，不知道去那家医院，请问能告诉我医院的地址吗,咨询地址
因为我包皮过长！同房的时候把连着包皮底下的那块拉上了！,描述症状
我给你打电话吧！,确定联系意愿
早泄影响生育吗？,咨询后果
你那里几点上班,咨询上班时间
拆完线后能不能吃？,咨询食疗
wcaonimayy520这是我的微信,确定联系意愿
你们医院正规不正规,咨询公立私立
医院在那啊,咨询地址
嗯，欧阳医生是吗,咨询专家
这种情况能治好吗？,咨询疗效
涂什么药膏能治啊,咨询药物
需要治疗多久就好了,咨询治愈时长
早起干一次晚上干一次,描述频率
吃什么让jj发育好,咨询食疗
大慨要多久能好,咨询治愈时长
这个一般怎么治疗啊,咨询治疗方式
你这个医院地址在哪,咨询地址
?这是怎么回事,咨询病因
1850191****?我的手机号也是微信号,确定联系意愿
用什么药比较好,咨询药物
你怎么称呼呢？,无
阳痿1336665****电话,确定联系意愿
射了之后疼,描述症状
咋治疗,咨询治疗方式
值19,无
不说算了,无
可以根治吗，,咨询疗效
射精？,无
在别的地方还有医院吗,咨询公司介绍
恩，? 检查过没有呢 先生,无
那明天我请假去可以吗,确定预约时间
什么原因那,咨询病因
朝阳医院空军总医院,无
那这两项一共需要多少钱,咨询价格
费用一般在多少，,咨询价格
说话呀,无
好的，我想做，但是我在上班，后期多久能恢复上班？,咨询治愈时长
明天我看看的吧，如果没有别的事情就去看看,确定预约时间
哦哦我在通州，好远哦,无
而且之前都能控制住，现在感觉控制不住,描述症状
脱皮掉屑,描述症状
加你qq了,确定联系意愿
那明天上午再挂吧我看看我明天上午去的了吗？,确定预约时间
.....我就遗精俩次,描述频率
你死了妈？,无
有没有什么外敷药用一下？,咨询药物
姜医生您好,无
我想咨询一下艾滋病窗口期,咨询项目介绍
那应该吃些什么呢,咨询食疗
您的多少,无
这样手术多久可以干活,咨询治愈时长
开车去,无
我一直在西安检查的,描述就诊史
那没有。就是总感觉有尿,描述症状
怎么治疗我很着急,咨询治疗方式
郑州割包皮那家医院比较好,咨询公司介绍
1891006****微信号,确定联系意愿
我加了你qq,确定联系意愿
问一下，飞机杯和手淫的危害是一样的吗？,咨询后果
吃点啥能恢复,咨询食疗
晨勃还有，有时候睡觉勃起都能憋醒,描述症状
我12岁，阴茎平时3厘米，勃起时7厘米！,描述症状
网上看了好多这种图片…,无
咋补呢,咨询治疗方式
吃什么药物可以,咨询药物
吃了健肾壮腰丸今天吃的,描述就诊史
也是曙光医院,无
我习惯QQ,确定联系意愿
要去医院挂号吗,咨询挂号
检查前注意什么,咨询检查
三甲医院,咨询公立私立
太远了，去一趟不容易,无
我也是第一次??该注意什么,无
能治好嘛,咨询疗效
你们医院正规吗,咨询公立私立
这个手机号，上面那个不对,确定联系意愿
Q?508175371,确定联系意愿
北京上学,无
不行，明天过去！,确定预约时间
你们这不是男科医院么,咨询公司介绍
大便尿措精是什么原因呀？？,咨询病因
那我问一下，有十一酸睾酮软胶囊吗,咨询药物
我在东四环四惠地铁站附近,无
你不是说给我看看术前术后照片吗,无
去你那里怎么走,咨询路线
下周一几点开门,咨询上班时间
三甲医院皮肤科,无
你们是中医还是西医,咨询治疗方式
这样会死人吗,咨询后果
没检查过我给你发了照片儿看一下行吗？,无
我去了私立院没治好,描述就诊史
一般的治愈周期是多久？,咨询治愈时长
我还用花检查费吗,咨询检查
这样的炎症。能治好吗,咨询疗效
那怎么才能治好啊，专家有什么好的方法吗,咨询治疗方式
都需要做什么检查,咨询检查
我想版一公交卡,无
这是什么原因引起的,咨询病因
没有仔细的检查,描述就诊史
那现在可以治好么？？,咨询疗效
女医生吗,无
我手机屏坏了，微信不能发信息了，不好意思,确定联系意愿
还是我加你qq吧,咨询QQ
很难为情啊,描述情绪
以前开过出租车算久坐吗,无
怎么治啊？,咨询治疗方式
第一次需要做些什么?,无
硬的时候差不多12.13公分,描述症状
可以电话说么,咨询电话
做包皮手术,咨询项目介绍
冷的有，一般不吃刺激的,无
咱们是三甲吗医院嘛,咨询公立私立
这个怎么治疗呢,咨询治疗方式
不加了，你愿意帮忙就告诉我一下吧，不愿意我就去明天去校医院吧,确定联系意愿
早上小便尿在瓶子里了，隔天就有絮状物,描述症状
早泄一般治疗要多久,咨询治愈时长
我在朝阳区,无
加一下您qq,咨询QQ
4天吧,无
可以的话 电话沟通可以吗,咨询电话
这种的能治疗吗,咨询项目介绍
好吧? 你们医院电话,咨询电话
我加你微信了微信说,确定联系意愿
